pret,descriere,link
9,"Eugenia - Trecut, Prezent, Viitor, MultiMedia Publishing, MOBI",https://www.emag.ro/eugenia-trecut-prezent-viitor-multimedia-publishing-mobi-pbro105m/pd/DW106VBBM/
9,"Eugenia - Trecut, Prezent, Viitor, MultiMedia Publishing, EPUB",https://www.emag.ro/eugenia-trecut-prezent-viitor-multimedia-publishing-epub-pbro105e/pd/DBQ06VBBM/
9,Marile date ale Timpurilor Moderne - Jean Delorme,https://www.emag.ro/marile-date-ale-timpurilor-moderne-jean-delorme-9789731452043/pd/E7XT50BBM/
9,Organizare si campuri organizationale - Mihai Paunescu,https://www.emag.ro/organizare-si-campuri-organizationale-mihai-paunescu-pol973-46-0372-8/pd/ET9B50BBM/
9,Realitati sociale mediate. Reprezentari sociale ale romanilor in presa scrisa franceza - Alina-Andreea Mogos,https://www.emag.ro/realitati-sociale-mediate-reprezentari-sociale-ale-romanilor-in-presa-scrisa-franceza-alina-andreea-mogos-9789737268082/pd/D6GRSBBBM/
9,13 Eseuri Scurte - Ilie Dumitrascu,https://www.emag.ro/13-eseuri-scurte-ilie-dumitrascu-lul978-973-131-118-0/pd/E97S60BBM/
9,"Arta razboiului, Sun Bin",https://www.emag.ro/arta-razboiului-sun-bin-9786068893969/pd/DN46WTMBM/
9,Seneca despre moarte - Seneca,https://www.emag.ro/seneca-despre-moarte-seneca-snk978-606-8847-18-4/pd/D9MRLCBBM/
9,Seneca despre invatatura - Seneca,https://www.emag.ro/seneca-despre-invatatura-seneca-snk978-606-8847-17-7/pd/DSMRLCBBM/
9,Mic manual de campanie electorala - Quintus Tullius Cicero,https://www.emag.ro/mic-manual-de-campanie-electorala-quintus-tullius-cicero-978-973-124-342-9/pd/E9NY50BBM/
9,Bucovina - Oua incondeiate,https://www.emag.ro/bucovina-oua-incondeiate-alc973-8160-19-7/pd/EZ7M50BBM/
9,Apocalipsa. Pericolul din spatiu - George V. Grigore,https://www.emag.ro/apocalipsa-pericolul-din-spatiu-george-v-grigore-pox973-9315-81-x/pd/D4LWNFBBM/
9,Iubire si justitie - Paul Ricoeur,https://www.emag.ro/iubire-si-justitie-paul-ricoeur-978-973-124-371-9/pd/EGQH50BBM/
9,Lettre Internationale nr. 107 / toamna 2018 - Institutul Cultural Roman,https://www.emag.ro/lettre-internationale-nr-107-toamna-2018-institutul-cultural-roman-12205958/pd/DJKND6BBM/
9,Partea blestemată - Georges Bataille,https://www.emag.ro/partea-blestemata-georges-bataille-978-973-124-344-3/pd/EJNY50BBM/
9,"Practica dezvoltarii comunitare - Cosmin Campean, Dumitru Sandu, Lucian Marina, Mihaela Peter, Vasile Soflau",https://www.emag.ro/practica-dezvoltarii-comunitare-cosmin-campean-dumitru-sandu-lucian-marina-mihaela-peter-vasile-soflau-9789734606917/pd/DWV1T7MBM/
9,Cronica de Cotroceni - Adriana Saftoiu,https://www.emag.ro/cronica-de-cotroceni-adriana-saftoiu-9789734654734/pd/DT6YRMBBM/
9,Intre transformare si adaptare,https://www.emag.ro/intre-transformare-si-adaptare-pol2344-6285-1/pd/D17K4BBBM/
9,Organizare Si Campuri Organizationale - Mihai Paunescu,https://www.emag.ro/organizare-si-campuri-organizationale-mihai-paunescu-9789734603725/pd/DWK7R7BBM/
10,1001 picuri de strafulgerare sfanta. Ganduri inaripate de la penumbra la strafulgerare,https://www.emag.ro/1001-picuri-de-strafulgerare-sfanta-ganduri-inaripate-de-la-penumbra-la-strafulgerare-9789731831800/pd/DF6C1XMBM/
10,"Retractare spre adaptare. Culegere de aforisme, Iosif M. Cristian",https://www.emag.ro/retractare-spre-adaptare-culegere-de-aforisme-iosif-m-cristian-9786067650235/pd/DF8Y3XMBM/
10,Problem that Has No Name,https://www.emag.ro/problem-that-has-no-name-9780241339268/pd/DPWT5LBBM/
10,Africa's Tarnished Name,https://www.emag.ro/africa-s-tarnished-name-9780241338834/pd/D6GT5LBBM/
10,"Utopia ca realitate, utopia ca actualitate - Gratiela Popescu",https://www.emag.ro/utopia-ca-realitate-utopia-ca-actualitate-gratiela-popescu-lim978-973-726-831-0/pd/D2YRLCBBM/
10,Treptele bucuriei - Ernest Bernea,https://www.emag.ro/treptele-bucuriei-ernest-bernea-pr-2080/pd/DQN7ZBMBM/
10,Memorator de sociologie - Adrian Tiglea,https://www.emag.ro/memorator-de-sociologie-adrian-tiglea-6421763006636/pd/DFJSHFBBM/
10,"Diferenta dintre conceptul de piata al lui Heidegger si cel al lui Granel - Alexandru Polgar, ed 2013",https://www.emag.ro/diferenta-dintre-conceptul-de-piata-al-lui-heidegger-si-cel-al-lui-granel-alexandru-polgar-ed-2013-9786068265186/pd/D4G2W6BBM/
23,Tratat de dezinformare - Vladimir Volkoff,https://www.emag.ro/tratat-de-dezinformare-vladimir-volkoff-9789736363627/pd/DJ3TRBBBM/
21,Demersul dialogic. Semne ale unei experiente a intelegerii - Alexandru-Ovidiu Vintila,https://www.emag.ro/demersul-dialogic-semne-ale-unei-experiente-a-intelegerii-alexandru-ovidiu-vintila-tra978-606-8126-55-5/pd/EGSG50BBM/
23,"Comentarii estetico-filosofice - Stefan Munteanu, ed 2021",https://www.emag.ro/comentarii-estetico-filosofice-stefan-munteanu-ed-2021-9786064904515/pd/D1XQW0MBM/
23,Cultura moderna pe intelesul oamenilor inteligenti - Roger Scruton,https://www.emag.ro/cultura-moderna-pe-intelesul-oamenilor-inteligenti-roger-scruton-9789735058630/pd/DWWPFHBBM/
23,Eroul cotidian. Reflectiile unui flosof - Delia Steinberg Guzman,https://www.emag.ro/eroul-cotidian-reflectiile-unui-flosof-delia-steinberg-guzman-973-85364-2-1-8102/pd/D21TWNMBM/
15,"Frica de rascumparare si alte eseuri - Reno Russell, ed 2019",https://www.emag.ro/frica-de-rascumparare-si-alte-eseuri-reno-russell-ed-2019-9789731417646/pd/DJJ456BBM/
21,De vita romaneasca - Mihai Nicolae,https://www.emag.ro/de-vita-romaneasca-mihai-nicolae-9786066648073/pd/D38390BBM/
21,"Adolescentul de azi, Dr.Carter Christine",https://www.emag.ro/adolescentul-de-azi-dr-carter-christine-9786066393638/pd/D9KM2KMBM/
20,"Urmeaza cele mai bune zile ale omenirii?, Alain de Botton, Malcom Gladwell vs Steven Pinker, Matt Ridley",https://www.emag.ro/urmeaza-cele-mai-bune-zile-ale-omenirii-alain-de-botton-malcom-gladwell-vs-steven-pinker-matt-ridley-9786064402622/pd/D3LS38BBM/
13,Hume. O scurta introducere - A. J. Ayer,https://www.emag.ro/hume-o-scurta-introducere-a-j-ayer-9789735718909/pd/ET0F50BBM/
23,"Ganduri catre sine insusi, Marcus Aurelius",https://www.emag.ro/ganduri-catre-sine-insusi-marcus-aurelius-9789735068721/pd/D7W423MBM/
23,Conduita deliberat-autoagresiva - Emanuel Adrian Sarbu,https://www.emag.ro/conduita-deliberat-autoagresiva-emanuel-adrian-sarbu-tro978-60-6749-220-0/pd/D9M4Z3MBM/
15,Profetii relativismului moral - Tereza-Brindusa Palade,https://www.emag.ro/profetii-relativismului-moral-tereza-brindusa-palade-978-973-141-111-8/pd/DWPFY2BBM/
15,Fabricantii de Droguri - J.Mandy,https://www.emag.ro/fabricantii-de-droguri-j-mandy-9789731182094/pd/DKYS22BBM/
15,Putere si autoritate - Maximilian Boros,https://www.emag.ro/putere-si-autoritate-maximilian-boros-lim978-973-726-680-4/pd/ETTWG0BBM/
21,Schimbarea la fata a Romaniei (Reed) - Emil Cioran,https://www.emag.ro/schimbarea-la-fata-a-romaniei-reed-emil-cioran-9789735055653/pd/DKS4TDBBM/
21,Perspectiva de nicaieri - Thomas Nagel,https://www.emag.ro/perspectiva-de-nicaieri-thomas-nagel-9789738875975/pd/EKWN50BBM/
20,"Introducere in conflictologie, Mihai Golu",https://www.emag.ro/introducere-in-conflictologie-mihai-golu-9786062003326/pd/DJS1SXMBM/
20,Relativismul si consecintele sale - Andrei Marga,https://www.emag.ro/relativismul-si-consecintele-sale-andrei-marga-9786069360262/pd/DXKFRMBBM/
13,Redobandirea firescului - Rodica-Silvia Stanea,https://www.emag.ro/redobandirea-firescului-rodica-silvia-stanea-aet973-1890-14-2/pd/EZWB50BBM/
13,Neomodernismul Romanesc - George Badarau,https://www.emag.ro/neomodernismul-romanesc-george-badarau-ine978-973-611-476-2/pd/DW9Z1MBBM/
23,"Modelul social european in impas ?, Liviu Luca",https://www.emag.ro/modelul-social-european-in-impas-liviu-luca-9786068550022/pd/DPS1SXMBM/
19,Principele - Niccolo Machiavelli,https://www.emag.ro/principele-niccolo-machiavelli-ant973-636-001-6/pd/E4LM50BBM/
19,Estetica lui Soloviov - Michelina Tenace,https://www.emag.ro/estetica-lui-soloviov-michelina-tenace-978-973-141-077-7/pd/DHLRY2BBM/
10,Partida neterminata - Keith Devlin,https://www.emag.ro/partida-neterminata-keith-devlin-9789735047474/pd/DRS7SMBBM/
15,Punctul critic nr.3 (17) 2016,https://www.emag.ro/punctul-critic-nr-3-17-2016-cie2068-8989-2/pd/DK5GWNBBM/
15,Lumea lui Ellen White - George Knight,https://www.emag.ro/lumea-lui-ellen-white-george-knight-9789731018539/pd/DWHB92BBM/
21,Tratat de Descompunere (Reed) - Emil Cioran,https://www.emag.ro/tratat-de-descompunere-reed-emil-cioran-9789735057442/pd/DD41JDBBM/
21,"Romania,o iubire din care se poate muri - Gabriel Liiceanu",https://www.emag.ro/romania-o-iubire-din-care-se-poate-muri-gabriel-liiceanu-9789735057589/pd/DP41JDBBM/
21,Gradina de dincolo. Zoosophia. Comentarii - Andrei Oisteanu,https://www.emag.ro/gradina-de-dincolo-zoosophia-comentarii-andrei-oisteanu-9789734625604/pd/ENK160BBM/
20,In cele din urna - Keith R. Lindsay,https://www.emag.ro/in-cele-din-urna-keith-r-lindsay-hum978-973-50-1945-7/pd/D27MWMBBM/
20,"Mica istorie a filosofiei, Nigel Warburton",https://www.emag.ro/mica-istorie-a-filosofiei-nigel-warburton-9786063346033/pd/DMT4NMMBM/
20,"50 de idei pe care trebuie sa le cunosti. Filosofie, Ben Durpe",https://www.emag.ro/50-de-idei-pe-care-trebuie-sa-le-cunosti-filosofie-ben-durpe-9786063323065/pd/DG5FXRBBM/
13,Patologie sociala - Martin Mueller,https://www.emag.ro/patologie-sociala-martin-mueller-9789737263261/pd/D6FNLMBBM/
23,Infinitezimal.Cum A Contribuit La Faurirea Lumii O Teorie Matematica Periculoasa - Amir Alexander,https://www.emag.ro/infinitezimal-cum-a-contribuit-la-faurirea-lumii-o-teorie-matematica-periculoasa-amir-alexander-9789735057640/pd/DD9MZDBBM/
23,De ce se ucid oamenii - Bogdan Ficeac,https://www.emag.ro/de-ce-se-ucid-oamenii-bogdan-ficeac-9786068255224/pd/D9T5J3BBM/
19,Meditatia filosofica - Vasile Hategan,https://www.emag.ro/meditatia-filosofica-vasile-hategan-ekn-643/pd/DWTK9HMBM/
19,La question juive et la reponse d'un orthodoxe des annees trente - Nae Ionesco,https://www.emag.ro/la-question-juive-et-la-reponse-d-un-orthodoxe-des-annees-trente-nae-ionesco-250/pd/DJH2NKMBM/
19,Despre sensul vietii - Coord. Valentin Muresan,https://www.emag.ro/despre-sensul-vietii-coord-valentin-muresan-9786067480986/pd/DLQVSYBBM/
19,"The Birth of Tragedy, Friedrich Wilhelm Nietzsche",https://www.emag.ro/the-birth-of-tragedy-friedrich-wilhelm-nietzsche-9780486285153/pd/D83DZ7BBM/
10,Un scriitor transmodernist: Ion Popescu Bradiceni - Ion Trancau,https://www.emag.ro/un-scriitor-transmodernist-ion-popescu-bradiceni-ion-trancau-lim978-973-826-876-1/pd/DFZFGBBBM/
15,Paranoia - Remus Bejan,https://www.emag.ro/paranoia-remus-bejan-ine978-606-24-0148-1/pd/D6PY72BBM/
15,The Origin of Species - Charles Darwin,https://www.emag.ro/the-origin-of-species-charles-darwin-9780007902231/pd/DBL0R3BBM/
22,"Timpul fara despartire: un raspuns la problemele existentei noastre, Aura Ciobotaru",https://www.emag.ro/timpul-fara-despartire-un-raspuns-la-problemele-existentei-noastre-aura-ciobotaru-9789731662015/pd/D6H0Z0MBM/
22,"Vederi ale modernitatii Esteza decoloniala si sfarsitul contemporaneitatii - Rolando Vazquez, ed 2021",https://www.emag.ro/vederi-ale-modernitatii-esteza-decoloniala-si-sfarsitul-contemporaneitatii-rolando-vazquez-ed-2021-9786068265780/pd/DFMQZTMBM/
20,"Filosofia conteaza - Prezentari si recenzii, Nicolae Sfetcu, 187 pagini",https://www.emag.ro/filosofia-conteaza-prezentari-si-recenzii-nicolae-sfetcu-187-pagini-pbro172t/pd/DT2DZBMBM/
20,"Constiinta dintr-o noua perspectiva, Michael Graziano",https://www.emag.ro/constiinta-dintr-o-noua-perspectiva-michael-graziano-9789735069209/pd/DYWWDKMBM/
13,"Sutura de gand - Costin Dutu, ed 2020",https://www.emag.ro/sutura-de-gand-costin-dutu-ed-2020-9786060063698/pd/DH2GVMMBM/
23,"Mic tratat despre marile virtuti, Andre Comte-Sponville",https://www.emag.ro/mic-tratat-despre-marile-virtuti-andre-comte-sponville-9789733411352/pd/DFDXH3MBM/
23,Postfascism si anticomunism. Interventii filosofico-politice - G.M. Tamas,https://www.emag.ro/postfascism-si-anticomunism-interventii-filosofico-politice-g-m-tamas-9786068437385/pd/DXLGQBBBM/
23,Cele 12 Chei ale Filosofiei - Basile Valentin,https://www.emag.ro/cele-12-chei-ale-filosofiei-basile-valentin-5948417190288/pd/DSLBF3BBM/
19,"Un timp de ragaz. Ce poate sa insemne pentru tine darul Sabatului dat de Dumnezeu, Clifford Goldstein",https://www.emag.ro/un-timp-de-ragaz-ce-poate-sa-insemne-pentru-tine-darul-sabatului-dat-de-dumnezeu-clifford-goldstein-9786069118634/pd/D96Y3XMBM/
19,"Constantin Noica. Ontologia identitatii nationale si modelul cultural european. Modelele gandirii critice utilizate la orele de filosofie, Amalia Braescu Petrov",https://www.emag.ro/constantin-noica-ontologia-identitatii-nationale-si-modelul-cultural-european-modelele-gandirii-critice-utilizate-la-orele-de-filosofie-amalia-braescu-petrov-9786063202438/pd/DDD93XMBM/
19,(Ex)pozitii - Jacques Derrida,https://www.emag.ro/ex-pozitii-jacques-derrida-2000000137216/pd/D20WQBBBM/
10,Canturi Orfice - Dino Campana,https://www.emag.ro/canturi-orfice-dino-campana-9789735058517/pd/DQS21NBBM/
10,"Exercitii de intelepciune a vietii - Remus Foltos , ed 2016",https://www.emag.ro/exercitii-de-intelepciune-a-vietii-remus-foltos-ed-2016-9786067990232/pd/DYJ0H3MBM/
15,The Prince - Niccolo Machiavelli,https://www.emag.ro/the-prince-niccolo-machiavelli-9780007420070/pd/D63YRBBBM/
15,Voioasa expunere a Ordinii Mondiale - Alexandru Balasescu,https://www.emag.ro/voioasa-expunere-a-ordinii-mondiale-alexandru-balasescu-9789736699672/pd/EFGZ50BBM/
22,"De ce sa filosofam?, autor Jean‑François Lyotard",https://www.emag.ro/de-ce-sa-filosofam-autor-jean-francois-lyotard-978-606-17-0316-6/pd/D2RCHLBBM/
20,Drumuri in India - Emil Ratiu,https://www.emag.ro/drumuri-in-india-emil-ratiu-9786065945739/pd/D469J0BBM/
13,"2013! Inceputul e aici. - Jim Young,(ed) cu Ervin Laszlo,Jose Arguelles",https://www.emag.ro/2013-inceputul-e-aici-jim-young-ed-cu-ervin-laszlo-jose-arguelles-9786069254851/pd/DDS0T2BBM/
13,In prezenta lui Schopenhauer-Michel Houellebecq,https://www.emag.ro/in-prezenta-lui-schopenhauer-michel-houellebecq-9789735059019/pd/DPTV6PMBM/
23,"Lumea Musulmana - Gari Ulubeyan Larousse, Yves Thoraval",https://www.emag.ro/lumea-musulmana-gari-ulubeyan-larousse-yves-thoraval-9789737932167/pd/D6Q07YBBM/
19,"In gradina filosofilor. Studii de filosofie contemporana. Volumul 3, Alin Tat",https://www.emag.ro/in-gradina-filosofilor-studii-de-filosofie-contemporana-volumul-3-alin-tat-9789731090863/pd/DLD93XMBM/
19,"Satul Berivoesti (Muscel). Obstea Mosnenilor, Vasile V. Caramelea",https://www.emag.ro/satul-berivoesti-muscel-obstea-mosnenilor-vasile-v-caramelea-9789735588380/pd/DP3RHXMBM/
19,Taina Marii Negre - Ioan Sorin Apan,https://www.emag.ro/taina-marii-negre-ioan-sorin-apan-9786068743059/pd/DC9MWYBBM/
10,Un rasism imaginar - Pascal Bruckner,https://www.emag.ro/un-rasism-imaginar-pascal-bruckner-9786064004093/pd/D0X9PJBBM/
15,O viziune romaneasca a lumii - Ovidiu Papadima,https://www.emag.ro/o-viziune-romaneasca-a-lumii-ovidiu-papadima-sec978-973-642-220-1/pd/DWZBK2BBM/
15,Taina Cerului - Ioan Sorin Apan,https://www.emag.ro/taina-cerului-ioan-sorin-apan-9786068743042/pd/D3ZYM3BBM/
15,Copiii lui Irod. Raport moral asupra copiilor lasati in grija statului,https://www.emag.ro/copiii-lui-irod-raport-moral-asupra-copiilor-lasati-in-grija-statului-9789735063993/pd/D45RB5BBM/
22,"Ce este ""luminarea""? - Alexandru Boboc, ed 2018",https://www.emag.ro/ce-este-luminarea-alexandru-boboc-ed-2018-9786067482508/pd/DC6008BBM/
20,Platon pentru visatori - 80 de pastile de filosofi - Allan Percy,https://www.emag.ro/platon-pentru-visatori-80-de-pastile-de-filosofi-allan-percy-5948417370093/pd/D40VBFBBM/
21,"O socioantropologie a dezastrelor naturale : Oameni inecati in lacrimi, case prabusite, Corneliu Dragomir",https://www.emag.ro/o-socioantropologie-a-dezastrelor-naturale-oameni-inecati-in-lacrimi-case-prabusite-corneliu-dragomir-9789731661742/pd/DJ3RHXMBM/
13,"Energia spirituala, Henri Bergson",https://www.emag.ro/energia-spirituala-henri-bergson-9786068023946/pd/D406TWBBM/
23,Teoria Relativitatii pe Intelesul Tuturor(Reed) - Albert Einstein,https://www.emag.ro/teoria-relativitatii-pe-intelesul-tuturor-reed-albert-einstein-9789735054205/pd/DQRPL2BBM/
19,"Where Did Our Love Go?, Yvonne Roberts",https://www.emag.ro/where-did-our-love-go-yvonne-roberts-9781904977421/pd/D413LNMBM/
19,"Moartea - Aspecte psihologice, stiintifice, religioase, culturale si filozofice, Nicolae Sfetcu, EPUB",https://www.emag.ro/moartea-aspecte-psihologice-stiintifice-religioase-culturale-si-filozofice-nicolae-sfetcu-epub-pbro042e/pd/DMT2H4BBM/
19,"Moartea - Aspecte culturale, filosofice si religioase, Nicolae Sfetcu, MOBI",https://www.emag.ro/moartea-aspecte-culturale-filosofice-si-religioase-nicolae-sfetcu-mobi-pben065m/pd/DT5LD4BBM/
10,Schiţă pentru o autoanaliză - Pierre Bourdieu,https://www.emag.ro/schita-pentru-o-autoanaliza-pierre-bourdieu-978-973-124-228-6/pd/DXYX5BBBM/
15,Superstitiunile pagubitoare ale poporului nostru - George Cosbuc,https://www.emag.ro/superstitiunile-pagubitoare-ale-poporului-nostru-george-cosbuc-cid978-606-94516-5-6/pd/DKZH2BMBM/
22,Sentente Despre Naturile Inteligibile - Porfir,https://www.emag.ro/sentente-despre-naturile-inteligibile-porfir-5948417022091/pd/D380P2BBM/
21,"Teritoriul moralitatii, Teodor Vidam",https://www.emag.ro/teritoriul-moralitatii-teodor-vidam-9789731095165/pd/DR8Y3XMBM/
14,Istoria limbajului filosofic romanesc - Marin Diaconu,https://www.emag.ro/istoria-limbajului-filosofic-romanesc-marin-diaconu-9738240832/pd/DXFCX0MBM/
23,"Philosophical Essays, Nicolae Sfetcu, MOBI",https://www.emag.ro/philosophical-essays-nicolae-sfetcu-mobi-pben210m/pd/D7089KMBM/
19,"Gandire fenomenologica si intentionalitate, Nela Mircica",https://www.emag.ro/gandire-fenomenologica-si-intentionalitate-nela-mircica-9789738920125/pd/D5Q3LNMBM/
19,"Moartea - Aspecte culturale, filosofice si religioase, Nicolae Sfetcu, PDF",https://www.emag.ro/moartea-aspecte-culturale-filosofice-si-religioase-nicolae-sfetcu-pdf-pben065p/pd/D75LD4BBM/
27,"Razne - Emil Cioran, ed 2021",https://www.emag.ro/razne-emil-cioran-ed-2021-9789735067199/pd/DW089KMBM/
10,Mesajul Lui Crypto - Brindusa Armanca,https://www.emag.ro/mesajul-lui-crypto-brindusa-armanca-9789736691737/pd/DHTHBDBBM/
15,Contractul social - Jean Jacques Rousseau,https://www.emag.ro/contractul-social-jean-jacques-rousseau-gra978-606-695-035-0/pd/DRNSB0BBM/
22,Cum alegem? - Catalin Avramescu,https://www.emag.ro/cum-alegem-catalin-avramescu-9789735054267/pd/D00YK7BBM/
21,"Amurgul idolilor - Friedrich Nietzsche, ed 2019",https://www.emag.ro/amurgul-idolilor-friedrich-nietzsche-ed-2019-9789735063337/pd/D0CTF8BBM/
17,Chemistry English in Context. Course Book - Alina Buzarna-Tihenea (Galbeaza),https://www.emag.ro/chemistry-english-in-context-course-book-alina-buzarna-tihenea-galbeaza-9786062808679/pd/D4H2NKMBM/
14,SOCRATES IN THE CITY,https://www.emag.ro/socrates-in-the-city-978000746077912/pd/DZTLWNBBM/
23,"Philosophical Essays, Nicolae Sfetcu, PDF",https://www.emag.ro/philosophical-essays-nicolae-sfetcu-pdf-pben210p/pd/DT089KMBM/
23,"Philosophical Essays, Nicolae Sfetcu, EPUB",https://www.emag.ro/philosophical-essays-nicolae-sfetcu-epub-pben210e/pd/DD089KMBM/
19,De la Aristotel la John Searle si inapoi - Edward Feser,https://www.emag.ro/de-la-aristotel-la-john-searle-si-inapoi-edward-feser-eik978-606-711-677-9/pd/DFYRLCBBM/
19,"Moartea - Aspecte psihologice, stiintifice, religioase, culturale si filozofice, Nicolae Sfetcu, PDF",https://www.emag.ro/moartea-aspecte-psihologice-stiintifice-religioase-culturale-si-filozofice-nicolae-sfetcu-pdf-pbro042p/pd/DWD2H4BBM/
19,"Moartea - Aspecte culturale, filosofice si religioase, Nicolae Sfetcu, EPUB",https://www.emag.ro/moartea-aspecte-culturale-filosofice-si-religioase-nicolae-sfetcu-epub-pben065e/pd/DD5LD4BBM/
