pret,descriere,link
529,"Placa video ASUS GeForce® GT 730, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-geforcer-gt-730-2gb-gddr5-64-bit-gt730-2gd5-brk/pd/DRRNV9BBM/
541,"Placa video Gainward GeForce® GT 730, 2GB DDR3, 64-bit",https://www.emag.ro/placa-video-gainward-geforcer-gt-730-2gb-ddr3-64-bit-pl-1002609-426018336-3224/pd/DPGQTMBBM/
543,"Placa video Palit GeForce® GT 1030, 2GB DDR4, 64-bit",https://www.emag.ro/placa-video-palit-geforcer-gt-1030-2gb-ddr4-64-bit-nec103000646-1082f/pd/DVHYYHMBM/
549,"Placa video MSI GeForce GT 730, 4 GB DDR3, 128-bit",https://www.emag.ro/placa-video-msi-geforce-gt-730-4-gb-ddr3-128-bit-n730-4gd3v2/pd/D1V9HYBBM/
549,"Placa video ASRock Radeon™ RX 550 Phantom Gaming, 2GB GDDR5, 128 bit",https://www.emag.ro/placa-video-asrock-radeontm-rx-550-phantom-gaming-2gb-gddr5-128-bit-rx5502gphantom/pd/DZBGB8BBM/
549,"Placa video Gigabyte GeForce GT 1030 OC, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-gigabyte-geforce-gt-1030-oc-2gb-gddr5-64-bit-n1030oc-2gi/pd/DXH0LKBBM/
568,"Placa video ZOTAC GeForce® GT 730 ZONE, 4GB DDR3, 64-bit",https://www.emag.ro/placa-video-zotac-geforcer-gt-730-zone-4gb-ddr3-64-bit-zt-71115-20l/pd/DBQD03BBM/
595,"Placa video MSI GeForce GT 1030 AERO ITX 2GD4 OC, 2GB DDR4, 64-bit",https://www.emag.ro/placa-video-msi-geforce-gt-1030-aero-itx-2gd4-oc-2gb-ddr4-64-bit-gt1030aeritx2gd4oc/pd/D42GB8BBM/
599,"Placa video MSI GeForce GT 1030 2GHD4 LP OC, 2GB, DDR4, 64-bit",https://www.emag.ro/placa-video-msi-geforce-gt-1030-2ghd4-lp-oc-2gb-ddr4-64-bit-gt10302ghd4lpoc/pd/DR2GB8BBM/
599,"Placa video ASUS Radeon™ 550 Phoenix , 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-radeontm-550-phoenix-2gb-gddr5-64-bit-ph-550-2g/pd/DX5SPDMBM/
604,"Placa video Palit GeForce® GT 730, 2GB DDR3, 64-bit",https://www.emag.ro/placa-video-palit-geforcer-gt-730-2gb-ddr3-64-bit-neat7300hd46h/pd/DSPGW9BBM/
622,"Gigabyte GeForce GT 730, 2GB DDR3 (64 Bit), HDMI, DVI, D-Sub",https://www.emag.ro/gigabyte-geforce-gt-730-2gb-ddr3-64-bit-hdmi-dvi-d-sub-gv-n730d3-2gi/pd/DY97K2BBM/
624,"Placa video ASUS GeForce GT1030 SL, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-geforce-gt1030-sl-2gb-gddr5-64-bit-gt1030-sl-2g-brk/pd/D18Q4DBBM/
644,"Placa video ASUS GeForce® GT 710, 2 GB GDDR5, 64 bit",https://www.emag.ro/placa-video-asus-geforcer-gt-710-2-gb-gddr5-64-bit-gt710-sl-2gd5-brk/pd/DNZG19BBM/
663,"Placa video Fujitsu NVIDIA Quadro P400, 2GB, PCI Express x16 3.0",https://www.emag.ro/placa-video-fujitsu-nvidia-quadro-p400-2gb-pci-express-x16-3-0-s26361-f2222-l44/pd/D42TRQBBM/
679,"Placa video ASUS GeForce GT1030 O2G, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-geforce-gt1030-o2g-2gb-gddr5-64-bit-ph-gt1030-o2g/pd/D58Q4DBBM/
679,"Placa video MSI Radeon™ RX 550 AERO ITX OC, 2GB GDDR5, 128-bit",https://www.emag.ro/placa-video-msi-radeontm-rx-550-aero-itx-oc-2gb-gddr5-128-bit-rx550aeroitx2goc/pd/DP7GB8BBM/
11999,"Placa video MSI GeForce® RTX™ 3080 Ti VENTUS 3X OC, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-msi-geforcer-rtxtm-3080-ti-ventus-3x-oc-12gb-gddr6x-384-bit-rtx-3080-ti-ventus-3x-12g-oc/pd/DXTGCPMBM/
2499,"Placa video ASUS GeForce® GTX 1660 SUPER™ TUF Gaming, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-geforcer-gtx-1660-supertm-tuf-gaming-6gb-gddr6-192-bit-tuf-gtx1660s-o6g-gaming/pd/DM8P18BBM/
469,Placa video Colorful GeForce GT730K 2GD3-V,https://www.emag.ro/placa-video-colorful-geforce-gt730k-2gd3-v-gt730k2gd3-v/pd/D2FP10MBM/
14999,"Placa video ASUS ROG Strix GeForce® RTX™ 3080 Ti, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-rtxtm-3080-ti-12gb-gddr6x-384-bit-rog-strix-rtx3080ti-12g-gaming/pd/D8SFKXMBM/
873,"Placa video Gigabyte GeForce GT 1030, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-gigabyte-geforce-gt-1030-2gb-gddr5-64-bit-gv-n1030d5-2gl/pd/DBY1FDBBM/
1699,"Placa video Asus Phoenix GeForce® GTX 1660 Ti OC, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-asus-phoenix-geforcer-gtx-1660-ti-oc-6gb-gddr6-192-bit-ph-gtx1660ti-o6g/pd/DFYRGLBBM/
3499,"Placa video Gainward GeForce RTX™ 2060 Ghost, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gainward-geforce-rtxtm-2060-ghost-6gb-gddr6-192-bit-471056224-2614/pd/D96T2PMBM/
26613,"Placa video PNY Quadro RTX A5000, 24 GB GDDR6, 384-bit",https://www.emag.ro/placa-video-pny-quadro-rtx-a5000-24-gb-gddr6-384-bit-vcnrtxa5000-pb/pd/DW0V2PMBM/
3299,"Placa video MSI GeForce® GTX 1660 Ti VENTUS XS, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-msi-geforcer-gtx-1660-ti-ventus-xs-6gb-gddr6-192-bit-gtx-1660-ti-ventus-xs-6g/pd/D92523MBM/
3899,"Placa video KFA2 GeForce® RTX™ 2060 Ex 1-click OC, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-kfa2-geforcer-rtxtm-2060-ex-1-click-oc-6gb-gddr6-192-bit-26nrl7hpy2ek/pd/D8LCVYMBM/
6899,"Placa video Gigabyte AORUS GeForce® RTX™ 3070 MASTER 2.0 LHR, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-aorus-geforcer-rtxtm-3070-master-2-0-lhr-8gb-gddr6-256-bit-gv-n3070aorus-m-8gd-2-0/pd/DG9TYPMBM/
349,"Placa video ASUS GeForce GT 710, 2GB GDDR5, 64 bit",https://www.emag.ro/placa-video-asus-geforce-gt-710-2gb-gddr5-64-bit-gt710-sl-2gd5/pd/DQ6WDGBBM/
2413,"Placa video PNY NVIDIA Quadro P1000V2, 4GB, GDDR5, 128 bit, DVI adapter",https://www.emag.ro/placa-video-pny-nvidia-quadro-p1000v2-4gb-gddr5-128-bit-dvi-adapter-pny-vcqp1000dviv2-pb/pd/DFL0VYMBM/
703,"Placa video PALIT GeForce GT 1030, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-palit-geforce-gt-1030-2gb-gddr5-64-bit-ne5103000646f/pd/DB1C1KBBM/
2799,"Placa video Sapphire Radeon RX 5700 XT PULSE, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-sapphire-radeon-rx-5700-xt-pulse-8gb-gddr6-256-bit-11293-01-20g/pd/DL3R85BBM/
599,"Placa video MSI GeForce GT 1030 2GHD4 LP OC, 2GB, DDR4, 64-bit",https://www.emag.ro/placa-video-msi-geforce-gt-1030-2ghd4-lp-oc-2gb-ddr4-64-bit-gt10302ghd4lpoc/pd/DR2GB8BBM/
3499,"Placa video Gigabyte GeForce RTX™ 2060 D6 2.0, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-geforce-rtxtm-2060-d6-2-0-6gb-gddr6-192-bit-gv-n2060d6-6gd-2-0/pd/D9HYT0MBM/
8998,"Placa video Gigabyte GeForce® RTX™ 3080 GAMING OC WATERFORCE WB, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3080-gaming-oc-waterforce-wb-10gb-gddr6x-320-bit-gv-n3080gamingoc-wb-10gd/pd/D7NNQKMBM/
3599,"Placa video XFX Radeon™ RX 6600 XT SPEEDSTER QICK08 BLACK, 8GB GDDR6, 128-bit",https://www.emag.ro/placa-video-xfx-radeontm-rx-6600-xt-speedster-qick08-black-8gb-gddr6-128-bit-rx-66xt8lbdq/pd/DGMMYPMBM/
4557,"Placa video Sapphire Radeon™ RX 6600 XT PULSE, 8GB GDDR6, 128-bit",https://www.emag.ro/placa-video-sapphire-radeontm-rx-6600-xt-pulse-8gb-gddr6-128-bit-11309-03-20g/pd/D5HPMPMBM/
2699,"Placa video SAPPHIRE NITRO+ RX 5700 XT, 8Gb GDDR6, 256-bit",https://www.emag.ro/placa-video-sapphire-nitro-rx-5700-xt-8gb-gddr6-256-bit-11293-05-40g/pd/DRHRDBMBM/
1399,"Placa video Sapphire Radeon RX 590 PULSE, 8GB, GDDR5, 256-bit",https://www.emag.ro/placa-video-sapphire-radeon-rx-590-pulse-8gb-gddr5-256-bit-11289-06-20g/pd/DX0ZKRBBM/
379,"Placa video ZOTAC GeForce® GT 730 ZONE, 2GB DDR3, 64-bit",https://www.emag.ro/placa-video-zotac-geforcer-gt-730-zone-2gb-ddr3-64-bit-pl-1026316-zt-71113-20l/pd/DFXDKMBBM/
758,"Placa video ASUS GeForce GT1030 BRK, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-geforce-gt1030-brk-2gb-gddr5-64-bit-gt1030-2g-brk/pd/D6FYHSBBM/
899,"Placa video Gigabyte GeForce® GTX 1650 SUPER™ D6, 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-gtx-1650-supertm-d6-4gb-gddr6-128-bit-gv-n165sd6-4gd/pd/DGQF22MBM/
17289,"Placa video PowerColor Radeon™ RX 6900 XT Red Devil Ultimate, 16GB GDDR6, 256-bit",https://www.emag.ro/placa-video-powercolor-radeontm-rx-6900-xt-red-devil-ultimate-16gb-gddr6-256-bit-axrx-6900xtu-16gbd6-3dhe-oc/pd/DFQJ0NMBM/
11999,"Placa video ASUS ROG Strix GeForce® RTX™ 3080 White Edition, 10GB GDDR6X, 320-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-rtxtm-3080-white-edition-10gb-gddr6x-320-bit-rog-strix-rtx3080-10g-white/pd/DY14HDMBM/
10228,"Placa video AMD Radeon RX 6900XT, 16 Gb GDDR6, 256bits, Racire cu lichid",https://www.emag.ro/placa-video-amd-radeon-rx-6900xt-16-gb-gddr6-256bits-racire-cu-lichid-pc-vc-amdlc-6900xt-16gb/pd/D21G7PMBM/
1049,"Placa video Sapphire Radeon RX 580 PULSE G5 OC Lite, 8GB GDDR5, 256-bit",https://www.emag.ro/placa-video-sapphire-radeon-rx-580-pulse-g5-oc-lite-8gb-gddr5-256-bit-11265-67-20g/pd/DQ2RBBMBM/
476,"Placa video ASUS GeForce® GT 730, 2GB GDDR5, 64-bit",https://www.emag.ro/placa-video-asus-geforcer-gt-730-2gb-gddr5-64-bit-gt730-4h-sl-2gd5/pd/DH80QXMBM/
1499,"Placa video Gigabyte GeForce® GTX 1650 SUPER™ OC, 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-gtx-1650-supertm-oc-4gb-gddr6-128-bit-gv-n165soc-4gd/pd/DY90GWBBM/
4633,"Placa video ZOTAC GAMING GeForce RTX 3060, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-zotac-gaming-geforce-rtx-3060-12gb-gddr6-192-bit-a30600h-10m/pd/DWTG50MBM/
11999,"Placa video ASUS ROG Strix GeForce® RTX™ 3080 Ti OC, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-asus-rog-strix-geforcer-rtxtm-3080-ti-oc-12gb-gddr6x-384-bit-rog-strix-lc-rtx3080ti-o12g-gaming/pd/D1KGRPMBM/
3307,"Placa video Matrox M9148-E1024LAF, 1024MB, PCI-E 16x, LP",https://www.emag.ro/placa-video-matrox-1024mb-pci-e-16x-lp-m9148-e1024laf/pd/E6S6TBBBM/
5608,"Placa video Gigabyte Radeon™ RX 6700 XT GAMING OC, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-gigabyte-radeontm-rx-6700-xt-gaming-oc-12gb-gddr6-192-bit-gv-r67xtgaming-oc-12gd/pd/D3L4LTMBM/
4865,"Placa video Palit GeForce® RTX™ 3060 StormX, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-palit-geforcer-rtxtm-3060-stormx-12gb-gddr6-192-bit-ne63060019k9-190af/pd/D648DTMBM/
2649,Placa video GIGABYTE AORUS Radeon RX 5700 XT 8GB GDDR6 256-bit,https://www.emag.ro/placa-video-gigabyte-aorus-radeon-rx-5700-xt-8gb-gddr6-256-bit-gv-r57xtaorus-8gd/pd/DGSCXWBBM/
365,Adaptor NVLINK™ BRIDGE Gigabyte AORUS GeForce RTX™ FOR 30 SERIES,https://www.emag.ro/adaptor-nvlinktm-bridge-gigabyte-aorus-geforce-rtxtm-for-30-series-gc-anvlink/pd/DQ26P0MBM/
3299,"Placa video Gigabyte Radeon™ RX 6600 XT GAMING OC, 8GB GDDR6, 128-bit",https://www.emag.ro/placa-video-gigabyte-radeontm-rx-6600-xt-gaming-oc-8gb-gddr6-128-bit-gv-r66xtgaming-oc-8gd/pd/DQ572PMBM/
11350,"Placa video Gigabyte AORUS Radeon RX 6900 XT XTREME WATERFORCE WB, 16GB GDDR6, 256 bit",https://www.emag.ro/placa-video-gigabyte-aorus-radeon-rx-6900-xt-xtreme-waterforce-wb-16gb-gddr6-256-bit-r69xtaorusxwb-16gd/pd/DQWB4HMBM/
1822,"Placa video , Matrox , M9120 plus DualHead 512MB DDR2 2xDVI PCI/Express low profile",https://www.emag.ro/placa-video-matrox-m9120-plus-dualhead-512mb-ddr2-2xdvi-pci-express-low-profile-m9120-e512lau1f/pd/D84CXRBBM/
999,"Placa video MSI GeForce® GTX 1650 AERO ITX OC, 4GB GDDR5, 128-bit",https://www.emag.ro/placa-video-msi-geforcer-gtx-1650-aero-itx-oc-4gb-gddr5-128-bit-gtx1650-aero-itxoc/pd/D4WQZGBBM/
2299,"Placa video Sapphire Pulse Radeon RX 5600 XT 6GB, GDDR6, 192-bit",https://www.emag.ro/placa-video-sapphire-pulse-radeon-rx-5600-xt-6gb-gddr6-192-bit-11296-01-20g/pd/D7KJNWBBM/
568,"Placa video ZOTAC GeForce® GT 730 ZONE, 4GB DDR3, 64-bit",https://www.emag.ro/placa-video-zotac-geforcer-gt-730-zone-4gb-ddr3-64-bit-zt-71115-20l/pd/DBQD03BBM/
4729,"Placa video MSI GeForce GTX 1660 SUPER GAMING X, 6GB GDDR6, 192-bit",https://www.emag.ro/placa-video-msi-geforce-6gb-gddr6-192-bit-gtx-1660-super-gaming-x/pd/D39X0WBBM/
1599,"Placa video ASUS TUF Gaming GeForce® GTX 1650, 4GB GDDR6, 128-bit",https://www.emag.ro/placa-video-asus-tuf-gaming-geforcer-gtx-1650-4gb-gddr6-128-bit-tuf-gtx1650-4gd6-gaming/pd/D84NN3MBM/
15999,"Placa video Palit GeForce® RTX™ 3090 GameRock, 24GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-palit-geforcer-rtxtm-3090-gamerock-24gb-gddr6x-384-bit-ned3090t19sb-1021g/pd/DMXNJ7MBM/
12299,"Placa video ZOTAC GAMING GeForce® RTX™ 3080 Ti AMP Holo, 12GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-zotac-gaming-geforcer-rtxtm-3080-ti-amp-holo-12gb-gddr6x-384-bit-zt-a30810f-10p/pd/DCB5D0MBM/
3999,"Placa video AsRock Radeon™ RX 6600 XT Phantom Gaming D OC, 8GB GDDR6, 128-bit",https://www.emag.ro/placa-video-asrock-radeontm-rx-6600-xt-phantom-gaming-d-oc-8gb-gddr6-128-bit-rx6600xt-pgd-8go/pd/D8T9MPMBM/
6795,"Placa video PowerColor Radeon™ RX 6700 XT Hellhound Spectral White, 12GB GDDR6, 192-bit",https://www.emag.ro/placa-video-powercolor-radeontm-rx-6700-xt-hellhound-spectral-white-12gb-gddr6-192-bit-axrx-6700xt-12gbd6-3dhlv2/pd/DD6GGNMBM/
1499,"Placa video Sapphire Nitro+ Radeon RX 5500 XT, 8GB, GDDR6, 128-bit",https://www.emag.ro/placa-video-sapphire-nitro-radeon-rx-5500-xt-8gb-gddr6-128-bit-11295-05-20g/pd/DB42LGBBM/
3799,"Placa video MSI GeForce® RTX™ 3060 Ti VENTUS 2X V1, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-msi-geforcer-rtxtm-3060-ti-ventus-2x-v1-8gb-gddr6-256-bit-rtx-3060-ti-ventus-2x-v1/pd/DHXD4XMBM/
5999,"Placa video Gigabyte GeForce® RTX™ 3060 Ti GAMING OC PRO, 8GB GDDR6, 256-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3060-ti-gaming-oc-pro-8gb-gddr6-256-bit-gv-n306tgamingoc-pro-8gd/pd/D3F8S7MBM/
2390,"Placa video Gigabyte GeForce® GTX 1050 Ti OC, 4GB GDDR5, 128-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-gtx-1050-ti-oc-4gb-gddr5-128-bit-gv-n105toc-4gd/pd/D70F52BBM/
15999,"Placa video Gigabyte GeForce® RTX™ 3090 EAGLE, 24GB GDDR6X, 384-bit",https://www.emag.ro/placa-video-gigabyte-geforcer-rtxtm-3090-eagle-24gb-gddr6x-384-bit-gv-n3090eagle-24gd/pd/DRPNJ7MBM/
